left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,left_22,left_23,left_24,left_25,left_26,left_27,left_28,left_29,left_30,left_31,left_32,left_33,left_34,left_35,left_36,left_37,left_38,left_39,left_40,left_41,left_42,left_43,left_44,left_45,left_46,left_47,left_48,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,right_22,right_23,right_24,right_25,right_26,right_27,right_28,right_29,right_30,right_31,right_32,right_33,right_34,right_35,right_36,right_37,right_38,right_39,right_40,right_41,right_42,right_43,right_44,right_45,right_46,right_47,right_48,direction,speed
0,51,113,0,0,0,0,0,0,0,0,0,0,105,135,26,0,0,0,0,0,0,0,0,0,97,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,74,92,0,0,0,0,0,0,0,0,0,0,164,145,0,0,0,0,0,0,0,0,0,0,62,94,0,0,0,0,0,0,0,0,0,backward,1.0
29,65,0,0,0,0,0,0,0,0,0,0,61,257,43,0,0,0,0,0,0,0,0,0,0,177,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,58,0,0,0,0,0,0,0,0,0,0,275,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backward,1.0
34,69,0,0,0,0,0,0,0,0,0,0,70,270,45,0,0,0,0,0,0,0,0,0,0,181,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,45,0,0,0,0,0,0,0,0,0,0,268,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backward,1.0
33,68,0,0,0,0,0,0,0,0,0,0,83,291,51,0,0,0,0,0,0,0,0,0,0,185,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,47,0,0,0,0,0,0,0,0,0,0,244,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backward,1.0
19,71,0,0,0,0,0,0,0,0,0,0,59,278,52,0,0,0,0,0,0,0,0,0,0,197,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,59,0,0,0,0,0,0,0,0,0,0,274,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backward,1.0
21,74,0,0,0,0,0,0,0,0,0,0,57,285,60,0,0,0,0,0,0,0,0,0,0,213,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,56,0,0,0,0,0,0,0,0,0,0,244,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backward,1.0
0,137,53,0,0,0,0,0,0,0,0,0,0,243,130,0,0,0,0,0,0,0,0,0,0,159,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,114,98,0,0,0,0,0,0,0,0,0,0,173,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backward,1.0
0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,0,51,17,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,87,8,0,0,0,0,0,0,0,0,0,0,64,43,0,0,0,0,0,0,0,0,0,0,66,28,0,0,0,0,0,0,0,0,0,0,54,0,0,0,forward,0.5
0,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0,50,17,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,87,8,0,0,0,0,0,0,0,0,0,0,64,47,0,0,0,0,0,0,0,0,0,0,67,28,0,0,0,0,0,0,0,0,0,0,56,0,0,0,forward,0.5
0,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,50,17,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,88,6,0,0,0,0,0,0,0,0,0,0,63,48,0,0,0,0,0,0,0,0,0,0,66,29,0,0,0,0,0,0,0,0,0,0,58,0,0,0,forward,0.5
0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,38,58,0,0,0,0,0,0,0,0,0,0,51,64,0,0,0,0,0,0,0,0,0,0,75,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,65,0,0,0,0,0,0,0,0,0,0,73,76,0,0,0,0,0,0,0,0,0,0,79,35,0,0,forward,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,19,63,0,0,0,0,0,0,0,0,0,0,71,66,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,73,0,0,0,0,0,0,0,0,0,0,60,83,0,0,0,0,0,0,0,0,0,0,72,52,0,4,forward,1.0
