left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,left_22,left_23,left_24,left_25,left_26,left_27,left_28,left_29,left_30,left_31,left_32,left_33,left_34,left_35,left_36,left_37,left_38,left_39,left_40,left_41,left_42,left_43,left_44,left_45,left_46,left_47,left_48,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,right_22,right_23,right_24,right_25,right_26,right_27,right_28,right_29,right_30,right_31,right_32,right_33,right_34,right_35,right_36,right_37,right_38,right_39,right_40,right_41,right_42,right_43,right_44,right_45,right_46,right_47,right_48,direction
0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,0,19,58,0,0,0,0,0,0,0,0,0,0,41,36,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,19,93,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,7,0,203,forward
0,0,0,0,0,0,0,0,41,26,0,0,0,0,0,0,0,0,0,0,39,62,0,0,0,0,0,0,0,0,0,0,54,37,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,25,95,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,6,0,111,forward
0,0,0,0,0,0,0,0,66,33,0,0,0,0,0,0,0,0,0,0,55,66,0,0,0,0,0,0,0,0,0,0,62,32,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,37,94,0,0,0,0,0,0,0,0,0,0,43,56,0,0,0,0,0,0,0,0,0,0,0,8,0,29,forward
0,0,0,0,0,0,0,0,51,9,0,0,0,0,0,0,0,0,0,0,62,35,0,0,0,0,0,0,0,0,0,0,96,9,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,49,71,0,0,0,0,0,0,0,0,0,0,77,57,0,0,0,0,0,0,0,0,0,0,41,16,0,0,forward
0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,64,22,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,62,68,0,0,0,0,0,0,0,0,0,0,88,43,0,0,0,0,0,0,0,0,0,0,55,0,0,0,forward
0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,59,25,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,88,43,0,0,0,0,0,0,0,0,0,0,58,0,0,0,forward
0,0,0,0,0,0,0,0,116,5,0,0,0,0,0,0,0,0,0,0,61,24,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,35,16,0,0,0,0,0,0,0,0,0,0,69,65,0,0,0,0,0,0,0,0,0,0,80,36,0,0,0,0,0,0,0,0,0,0,52,0,0,0,forward
0,0,0,0,0,0,0,33,215,24,0,0,0,0,0,0,0,0,0,0,63,12,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,84,30,0,0,0,0,0,0,0,0,0,0,78,61,0,0,0,0,0,0,0,0,0,0,76,25,0,0,0,0,0,0,0,0,0,0,36,0,0,0,forward
0,0,0,0,0,0,0,38,197,7,0,0,0,0,0,0,0,0,0,0,59,9,0,0,0,0,0,0,0,0,0,6,65,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,108,30,0,0,0,0,0,0,0,0,0,0,80,56,0,0,0,0,0,0,0,0,0,0,75,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,forward
0,0,0,0,0,0,0,29,152,7,0,0,0,0,0,0,0,0,0,0,52,15,0,0,0,0,0,0,0,0,0,4,72,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,115,33,0,0,0,0,0,0,0,0,0,0,74,53,0,0,0,0,0,0,0,0,0,0,75,21,0,0,0,0,0,0,0,0,0,0,39,0,0,0,forward
0,0,0,0,0,0,0,22,128,4,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,95,20,0,0,0,0,0,0,0,0,0,0,77,57,0,0,0,0,0,0,0,0,0,0,74,23,0,0,0,0,0,0,0,0,0,0,44,0,0,0,forward
0,0,0,0,0,0,0,30,145,0,0,0,0,0,0,0,0,0,0,0,52,24,0,0,0,0,0,0,0,0,0,4,73,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,74,53,0,0,0,0,0,0,0,0,0,0,78,35,0,0,0,0,0,0,0,0,0,0,51,4,0,0,forward
0,0,0,0,0,0,0,22,157,6,0,0,0,0,0,0,0,0,0,0,50,17,0,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,75,53,0,0,0,0,0,0,0,0,0,0,77,31,0,0,0,0,0,0,0,0,0,0,55,4,0,0,forward
0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,35,23,0,0,0,0,0,0,0,0,0,10,68,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,78,112,0,0,0,0,0,0,0,0,0,0,71,48,0,0,0,0,0,0,0,0,0,0,63,0,0,0,forward
0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,32,22,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,78,107,0,0,0,0,0,0,0,0,0,0,74,47,0,0,0,0,0,0,0,0,0,0,61,0,0,0,forward
0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0,78,100,0,0,0,0,0,0,0,0,0,0,70,44,0,0,0,0,0,0,0,0,0,0,61,0,0,0,forward
0,0,0,0,0,0,0,13,14,0,0,0,0,0,3,0,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,0,0,9,0,0,0,0,0,70,84,0,0,0,0,0,0,0,0,0,0,66,37,0,0,0,0,0,0,0,0,0,0,59,0,0,0,forward
0,0,36,0,0,0,0,0,5,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,104,123,0,0,0,0,53,68,0,0,0,0,59,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,none
